Date,Open,High,Low,Close,Adj Close,Volume
2016-09-14,null,null,null,null,null,null
2016-09-15,null,null,null,null,null,null
2016-09-16,76020.296875,76020.296875,76020.296875,76020.296875,76020.296875,0
2016-09-19,77670.796875,77670.796875,77670.796875,77670.796875,77670.796875,0
2016-09-20,77313.500000,77313.500000,77313.500000,77313.500000,77313.500000,0
2016-09-21,77915.898438,77915.898438,77915.898438,77915.898438,77915.898438,0
2016-09-22,79795.898438,79795.898438,79795.898438,79795.898438,79795.898438,0
2016-09-23,79756.398438,79756.398438,79756.398438,79756.398438,79756.398438,0
2016-09-26,76725.703125,76725.703125,76725.703125,76725.703125,76725.703125,0
2016-09-27,77160.703125,77160.703125,77160.703125,77160.703125,77160.703125,0
2016-09-28,77677.796875,77677.796875,77677.796875,77677.796875,77677.796875,0
2016-09-29,77076.796875,77076.796875,77076.796875,77076.796875,77076.796875,0
2016-09-30,76488.398438,76488.398438,76488.398438,76488.398438,76488.398438,0
2016-10-03,77225.398438,77225.398438,77225.398438,77225.398438,77225.398438,0
2016-10-04,77057.796875,77057.796875,77057.796875,77057.796875,77057.796875,0
2016-10-05,77853.601563,77853.601563,77853.601563,77853.601563,77853.601563,0
2016-10-06,77894.703125,77894.703125,77894.703125,77894.703125,77894.703125,0
2016-10-07,77976.000000,77976.000000,77976.000000,77976.000000,77976.000000,0
2016-10-10,77835.296875,77835.296875,77835.296875,77835.296875,77835.296875,0
2016-10-11,77643.601563,77643.601563,77643.601563,77643.601563,77643.601563,0
2016-10-12,77461.296875,77461.296875,77461.296875,77461.296875,77461.296875,0
2016-10-13,76810.296875,76810.296875,76810.296875,76810.296875,76810.296875,0
2016-10-14,78340.398438,78340.398438,78340.398438,78340.398438,78340.398438,0
2016-10-17,77437.601563,77437.601563,77437.601563,77437.601563,77437.601563,0
2016-10-18,78340.398438,78340.398438,78340.398438,78340.398438,78340.398438,0
2016-10-19,79209.898438,79209.898438,79209.898438,79209.898438,79209.898438,0
2016-10-20,79252.398438,79252.398438,79252.398438,79252.398438,79252.398438,0
2016-10-21,78843.703125,78843.703125,78843.703125,78843.703125,78843.703125,0
2016-10-24,79932.500000,79932.500000,79932.500000,79932.500000,79932.500000,0
2016-10-25,79433.296875,79433.296875,79433.296875,79433.296875,79433.296875,0
2016-10-26,79397.898438,79397.898438,79397.898438,79397.898438,79397.898438,0
2016-10-27,78739.203125,78739.203125,78739.203125,78739.203125,78739.203125,0
2016-10-28,78332.898438,78332.898438,78332.898438,78332.898438,78332.898438,0
2016-10-31,78536.203125,78536.203125,78536.203125,78536.203125,78536.203125,0
2016-11-01,77428.601563,77428.601563,77428.601563,77428.601563,77428.601563,0
2016-11-02,77171.601563,77171.601563,77171.601563,77171.601563,77171.601563,0
2016-11-03,76681.398438,76681.398438,76681.398438,76681.398438,76681.398438,0
2016-11-04,74267.203125,74267.203125,74267.203125,74267.203125,74267.203125,0
2016-11-07,75682.000000,75682.000000,75682.000000,75682.000000,75682.000000,0
2016-11-08,76367.796875,76367.796875,76367.796875,76367.796875,76367.796875,0
2016-11-09,76209.000000,76209.000000,76209.000000,76209.000000,76209.000000,0
2016-11-10,76360.398438,76360.398438,76360.398438,76360.398438,76360.398438,0
2016-11-11,75174.203125,75174.203125,75174.203125,75174.203125,75174.203125,0
2016-11-14,74419.101563,74419.101563,74419.101563,74419.101563,74419.101563,0
2016-11-15,75150.601563,75150.601563,75150.601563,75150.601563,75150.601563,0
2016-11-16,74759.101563,74759.101563,74759.101563,74759.101563,74759.101563,0
2016-11-17,75136.203125,75136.203125,75136.203125,75136.203125,75136.203125,0
2016-11-18,75639.000000,75639.000000,75639.000000,75639.000000,75639.000000,0
2016-11-21,75543.601563,75543.601563,75543.601563,75543.601563,75543.601563,0
2016-11-22,75812.000000,75812.000000,75812.000000,75812.000000,75812.000000,0
2016-11-23,75036.898438,75036.898438,75036.898438,75036.898438,75036.898438,0
2016-11-24,74193.101563,74193.101563,74193.101563,74193.101563,74193.101563,0
2016-11-25,74363.500000,74363.500000,74363.500000,74363.500000,74363.500000,0
2016-11-28,74990.203125,74990.203125,74990.203125,74990.203125,74990.203125,0
2016-11-29,74205.500000,74205.500000,74205.500000,74205.500000,74205.500000,0
2016-11-30,73995.203125,73995.203125,73995.203125,73995.203125,73995.203125,0
2016-12-01,72519.898438,72519.898438,72519.898438,72519.898438,72519.898438,0
2016-12-02,73390.898438,73390.898438,73390.898438,73390.898438,73390.898438,0
2016-12-05,73599.703125,73599.703125,73599.703125,73599.703125,73599.703125,0
2016-12-06,75433.296875,75433.296875,75433.296875,75433.296875,75433.296875,0
2016-12-07,76030.796875,76030.796875,76030.796875,76030.796875,76030.796875,0
2016-12-08,75929.296875,75929.296875,75929.296875,75929.296875,75929.296875,0
2016-12-09,75727.296875,75727.296875,75727.296875,75727.296875,75727.296875,0
2016-12-12,76239.601563,76239.601563,76239.601563,76239.601563,76239.601563,0
2016-12-13,76995.296875,76995.296875,76995.296875,76995.296875,76995.296875,0
2016-12-14,76880.898438,76880.898438,76880.898438,76880.898438,76880.898438,0
2016-12-15,77678.601563,77678.601563,77678.601563,77678.601563,77678.601563,0
2016-12-16,77589.601563,77589.601563,77589.601563,77589.601563,77589.601563,0
2016-12-19,77157.796875,77157.796875,77157.796875,77157.796875,77157.796875,0
2016-12-20,77807.898438,77807.898438,77807.898438,77807.898438,77807.898438,0
2016-12-21,77619.500000,77619.500000,77619.500000,77619.500000,77619.500000,0
2016-12-22,77404.703125,77404.703125,77404.703125,77404.703125,77404.703125,0
2016-12-23,76972.101563,76972.101563,76972.101563,76972.101563,76972.101563,0
2016-12-26,77028.500000,77028.500000,77028.500000,77028.500000,77028.500000,0
2016-12-27,76699.398438,76699.398438,76699.398438,76699.398438,76699.398438,0
2016-12-28,77547.703125,77547.703125,77547.703125,77547.703125,77547.703125,0
2016-12-29,77835.898438,77835.898438,77835.898438,77835.898438,77835.898438,0
2016-12-30,78138.703125,78138.703125,78138.703125,78138.703125,78138.703125,0
2017-01-02,77754.500000,77754.500000,77754.500000,77754.500000,77754.500000,0
2017-01-03,76618.203125,76618.203125,76618.203125,76618.203125,76618.203125,0
2017-01-04,76143.601563,76143.601563,76143.601563,76143.601563,76143.601563,0
2017-01-05,76386.296875,76386.296875,76386.296875,76386.296875,76386.296875,0
2017-01-06,77106.601563,77106.601563,77106.601563,77106.601563,77106.601563,0
2017-01-09,77394.398438,77394.398438,77394.398438,77394.398438,77394.398438,0
2017-01-10,77393.703125,77393.703125,77393.703125,77393.703125,77393.703125,0
2017-01-11,77666.601563,77666.601563,77666.601563,77666.601563,77666.601563,0
2017-01-12,80891.000000,80891.000000,80891.000000,80891.000000,80891.000000,0
2017-01-13,81524.296875,81524.296875,81524.296875,81524.296875,81524.296875,0
2017-01-16,81711.703125,81711.703125,81711.703125,81711.703125,81711.703125,0
2017-01-17,82362.796875,82362.796875,82362.796875,82362.796875,82362.796875,0
2017-01-18,82779.203125,82779.203125,82779.203125,82779.203125,82779.203125,0
2017-01-19,82300.296875,82300.296875,82300.296875,82300.296875,82300.296875,0
2017-01-20,83067.101563,83067.101563,83067.101563,83067.101563,83067.101563,0
2017-01-23,83047.796875,83047.796875,83047.796875,83047.796875,83047.796875,0
2017-01-24,84207.898438,84207.898438,84207.898438,84207.898438,84207.898438,0
2017-01-25,83128.296875,83128.296875,83128.296875,83128.296875,83128.296875,0
2017-01-26,83826.500000,83826.500000,83826.500000,83826.500000,83826.500000,0
2017-01-27,83827.398438,83827.398438,83827.398438,83827.398438,83827.398438,0
2017-01-30,86237.500000,86237.500000,86237.500000,86237.500000,86237.500000,0
2017-01-31,86295.703125,86295.703125,86295.703125,86295.703125,86295.703125,0
2017-02-01,86848.000000,86848.000000,86848.000000,86848.000000,86848.000000,0
2017-02-02,87394.203125,87394.203125,87394.203125,87394.203125,87394.203125,0
2017-02-03,88389.500000,88389.500000,88389.500000,88389.500000,88389.500000,0
2017-02-06,87357.898438,87357.898438,87357.898438,87357.898438,87357.898438,0
2017-02-07,87476.703125,87476.703125,87476.703125,87476.703125,87476.703125,0
2017-02-08,88249.101563,88249.101563,88249.101563,88249.101563,88249.101563,0
2017-02-09,88830.203125,88830.203125,88830.203125,88830.203125,88830.203125,0
2017-02-10,87473.296875,87473.296875,87473.296875,87473.296875,87473.296875,0
2017-02-13,88578.296875,88578.296875,88578.296875,88578.296875,88578.296875,0
2017-02-14,88082.203125,88082.203125,88082.203125,88082.203125,88082.203125,0
2017-02-15,87882.000000,87882.000000,87882.000000,87882.000000,87882.000000,0
2017-02-16,88186.898438,88186.898438,88186.898438,88186.898438,88186.898438,0
2017-02-17,88830.398438,88830.398438,88830.398438,88830.398438,88830.398438,0
2017-02-20,88587.703125,88587.703125,88587.703125,88587.703125,88587.703125,0
2017-02-21,null,null,null,null,null,null
2017-02-22,88531.296875,88531.296875,88531.296875,88531.296875,88531.296875,0
2017-02-23,89138.398438,89138.398438,89138.398438,89138.398438,89138.398438,0
2017-02-24,88258.500000,88258.500000,88258.500000,88258.500000,88258.500000,0
2017-02-27,87765.398438,87765.398438,87765.398438,87765.398438,87765.398438,0
2017-02-28,87478.296875,87478.296875,87478.296875,87478.296875,87478.296875,0
2017-03-01,89320.203125,89320.203125,89320.203125,89320.203125,89320.203125,0
2017-03-02,89933.898438,89933.898438,89933.898438,89933.898438,89933.898438,0
2017-03-03,89722.000000,89722.000000,89722.000000,89722.000000,89722.000000,0
2017-03-06,91045.000000,91045.000000,91045.000000,91045.000000,91045.000000,0
2017-03-07,90813.601563,90813.601563,90813.601563,90813.601563,90813.601563,0
2017-03-08,89484.898438,89484.898438,89484.898438,89484.898438,89484.898438,0
2017-03-09,89002.601563,89002.601563,89002.601563,89002.601563,89002.601563,0
2017-03-10,null,null,null,null,null,null
2017-03-13,89429.703125,89429.703125,89429.703125,89429.703125,89429.703125,0
2017-03-14,89136.500000,89136.500000,89136.500000,89136.500000,89136.500000,0
2017-03-15,89445.500000,89445.500000,89445.500000,89445.500000,89445.500000,0
2017-03-16,90268.296875,90268.296875,90268.296875,90268.296875,90268.296875,0
2017-03-17,90491.398438,90491.398438,90491.398438,90491.398438,90491.398438,0
2017-03-20,90902.101563,90902.101563,90902.101563,90902.101563,90902.101563,0
2017-03-21,90606.500000,90606.500000,90606.500000,90606.500000,90606.500000,0
2017-03-22,89809.101563,89809.101563,89809.101563,89809.101563,89809.101563,0
2017-03-23,89764.101563,89764.101563,89764.101563,89764.101563,89764.101563,0
2017-03-24,90382.703125,90382.703125,90382.703125,90382.703125,90382.703125,0
2017-03-27,89695.000000,89695.000000,89695.000000,89695.000000,89695.000000,0
2017-03-28,90181.703125,90181.703125,90181.703125,90181.703125,90181.703125,0
2017-03-29,89269.703125,89269.703125,89269.703125,89269.703125,89269.703125,0
2017-03-30,89282.203125,89282.203125,89282.203125,89282.203125,89282.203125,0
2017-03-31,88947.398438,88947.398438,88947.398438,88947.398438,88947.398438,0
2017-04-03,88669.500000,88669.500000,88669.500000,88669.500000,88669.500000,0
2017-04-04,88612.500000,88612.500000,88612.500000,88612.500000,88612.500000,0
2017-04-05,89037.500000,89037.500000,89037.500000,89037.500000,89037.500000,0
2017-04-06,88679.000000,88679.000000,88679.000000,88679.000000,88679.000000,0
2017-04-07,88497.296875,88497.296875,88497.296875,88497.296875,88497.296875,0
2017-04-10,91240.500000,91240.500000,91240.500000,91240.500000,91240.500000,0
2017-04-11,90904.500000,90904.500000,90904.500000,90904.500000,90904.500000,0
2017-04-12,90952.203125,90952.203125,90952.203125,90952.203125,90952.203125,0
2017-04-13,89870.703125,89870.703125,89870.703125,89870.703125,89870.703125,0
2017-04-14,90063.703125,90063.703125,90063.703125,90063.703125,90063.703125,0
2017-04-17,90653.796875,90653.796875,90653.796875,90653.796875,90653.796875,0
2017-04-18,91373.796875,91373.796875,91373.796875,91373.796875,91373.796875,0
2017-04-19,90804.101563,90804.101563,90804.101563,90804.101563,90804.101563,0
2017-04-20,92039.398438,92039.398438,92039.398438,92039.398438,92039.398438,0
2017-04-21,92423.898438,92423.898438,92423.898438,92423.898438,92423.898438,0
2017-04-24,93802.796875,93802.796875,93802.796875,93802.796875,93802.796875,0
2017-04-25,94634.898438,94634.898438,94634.898438,94634.898438,94634.898438,0
2017-04-26,94522.296875,94522.296875,94522.296875,94522.296875,94522.296875,0
2017-04-27,94282.500000,94282.500000,94282.500000,94282.500000,94282.500000,0
2017-04-28,94655.296875,94655.296875,94655.296875,94655.296875,94655.296875,0
2017-05-01,null,null,null,null,null,null
2017-05-02,94355.898438,94355.898438,94355.898438,94355.898438,94355.898438,0
2017-05-03,93862.703125,93862.703125,93862.703125,93862.703125,93862.703125,0
2017-05-04,93038.500000,93038.500000,93038.500000,93038.500000,93038.500000,0
2017-05-05,93928.398438,93928.398438,93928.398438,93928.398438,93928.398438,0
2017-05-08,93832.703125,93832.703125,93832.703125,93832.703125,93832.703125,0
2017-05-09,95323.398438,95323.398438,95323.398438,95323.398438,95323.398438,0
2017-05-10,96194.203125,96194.203125,96194.203125,96194.203125,96194.203125,0
2017-05-11,95114.101563,95114.101563,95114.101563,95114.101563,95114.101563,0
2017-05-12,94996.398438,94996.398438,94996.398438,94996.398438,94996.398438,0
2017-05-15,95587.796875,95587.796875,95587.796875,95587.796875,95587.796875,0
2017-05-16,96161.500000,96161.500000,96161.500000,96161.500000,96161.500000,0
2017-05-17,95725.000000,95725.000000,95725.000000,95725.000000,95725.000000,0
2017-05-18,95147.296875,95147.296875,95147.296875,95147.296875,95147.296875,0
2017-05-19,null,null,null,null,null,null
2017-05-22,96400.000000,96400.000000,96400.000000,96400.000000,96400.000000,0
2017-05-23,97717.500000,97717.500000,97717.500000,97717.500000,97717.500000,0
2017-05-24,98313.796875,98313.796875,98313.796875,98313.796875,98313.796875,0
2017-05-25,97712.898438,97712.898438,97712.898438,97712.898438,97712.898438,0
2017-05-26,97533.296875,97533.296875,97533.296875,97533.296875,97533.296875,0
2017-05-29,97726.000000,97726.000000,97726.000000,97726.000000,97726.000000,0
2017-05-30,97347.601563,97347.601563,97347.601563,97347.601563,97347.601563,0
2017-05-31,97541.601563,97541.601563,97541.601563,97541.601563,97541.601563,0
2017-06-01,97365.796875,97365.796875,97365.796875,97365.796875,97365.796875,0
2017-06-02,98867.898438,98867.898438,98867.898438,98867.898438,98867.898438,0
2017-06-05,98192.000000,98192.000000,98192.000000,98192.000000,98192.000000,0
2017-06-06,98331.500000,98331.500000,98331.500000,98331.500000,98331.500000,0
2017-06-07,97616.500000,97616.500000,97616.500000,97616.500000,97616.500000,0
2017-06-08,97977.500000,97977.500000,97977.500000,97977.500000,97977.500000,0
2017-06-09,98942.898438,98942.898438,98942.898438,98942.898438,98942.898438,0
2017-06-12,99442.101563,99442.101563,99442.101563,99442.101563,99442.101563,0
2017-06-13,99299.703125,99299.703125,99299.703125,99299.703125,99299.703125,0
2017-06-14,99636.296875,99636.296875,99636.296875,99636.296875,99636.296875,0
2017-06-15,98737.000000,98737.000000,98737.000000,98737.000000,98737.000000,0
2017-06-16,98192.500000,98192.500000,98192.500000,98192.500000,98192.500000,0
2017-06-19,99332.101563,99332.101563,99332.101563,99332.101563,99332.101563,0
2017-06-20,99269.296875,99269.296875,99269.296875,99269.296875,99269.296875,0
2017-06-21,99390.101563,99390.101563,99390.101563,99390.101563,99390.101563,0
2017-06-22,100072.000000,100072.000000,100072.000000,100072.000000,100072.000000,0
2017-06-23,99638.601563,99638.601563,99638.601563,99638.601563,99638.601563,0
2017-06-26,null,null,null,null,null,null
2017-06-27,null,null,null,null,null,null
2017-06-28,100618.000000,100618.000000,100618.000000,100618.000000,100618.000000,0
2017-06-29,100190.000000,100190.000000,100190.000000,100190.000000,100190.000000,0
2017-06-30,100440.000000,100440.000000,100440.000000,100440.000000,100440.000000,0
2017-07-03,100522.000000,100522.000000,100522.000000,100522.000000,100522.000000,0
2017-07-04,101208.000000,101208.000000,101208.000000,101208.000000,101208.000000,0
2017-07-05,100744.000000,100744.000000,100744.000000,100744.000000,100744.000000,0
2017-07-06,100627.000000,100627.000000,100627.000000,100627.000000,100627.000000,0
2017-07-07,100084.000000,100084.000000,100084.000000,100084.000000,100084.000000,0
2017-07-10,101097.000000,101097.000000,101097.000000,101097.000000,101097.000000,0
2017-07-11,103183.000000,103183.000000,103183.000000,103183.000000,103183.000000,0
2017-07-12,103810.000000,103810.000000,103810.000000,103810.000000,103810.000000,0
2017-07-13,104210.000000,104210.000000,104210.000000,104210.000000,104210.000000,0
2017-07-14,105176.000000,105176.000000,105176.000000,105176.000000,105176.000000,0
2017-07-17,106217.000000,106217.000000,106217.000000,106217.000000,106217.000000,0
2017-07-18,105718.000000,105718.000000,105718.000000,105718.000000,105718.000000,0
2017-07-19,107418.000000,107418.000000,107418.000000,107418.000000,107418.000000,0
2017-07-20,106736.000000,106736.000000,106736.000000,106736.000000,106736.000000,0
2017-07-21,106843.000000,106843.000000,106843.000000,106843.000000,106843.000000,0
2017-07-24,106711.000000,106711.000000,106711.000000,106711.000000,106711.000000,0
2017-07-25,107041.000000,107041.000000,107041.000000,107041.000000,107041.000000,0
2017-07-26,107206.000000,107206.000000,107206.000000,107206.000000,107206.000000,0
2017-07-27,108392.000000,108392.000000,108392.000000,108392.000000,108392.000000,0
2017-07-28,107700.000000,107700.000000,107700.000000,107700.000000,107700.000000,0
2017-07-31,107531.000000,107531.000000,107531.000000,107531.000000,107531.000000,0
2017-08-01,106147.000000,106147.000000,106147.000000,106147.000000,106147.000000,0
2017-08-02,106525.000000,106525.000000,106525.000000,106525.000000,106525.000000,0
2017-08-03,107154.000000,107154.000000,107154.000000,107154.000000,107154.000000,0
2017-08-04,108545.000000,108545.000000,108545.000000,108545.000000,108545.000000,0
2017-08-07,109781.000000,109781.000000,109781.000000,109781.000000,109781.000000,0
2017-08-08,109639.000000,109639.000000,109639.000000,109639.000000,109639.000000,0
2017-08-09,108715.000000,108715.000000,108715.000000,108715.000000,108715.000000,0
2017-08-10,107800.000000,107800.000000,107800.000000,107800.000000,107800.000000,0
2017-08-11,106963.000000,106963.000000,106963.000000,106963.000000,106963.000000,0
2017-08-14,109537.000000,109537.000000,109537.000000,109537.000000,109537.000000,0
2017-08-15,106913.000000,106913.000000,106913.000000,106913.000000,106913.000000,0
2017-08-16,106862.000000,106862.000000,106862.000000,106862.000000,106862.000000,0
2017-08-17,106825.000000,106825.000000,106825.000000,106825.000000,106825.000000,0
2017-08-18,107202.000000,107202.000000,107202.000000,107202.000000,107202.000000,0
2017-08-21,108615.000000,108615.000000,108615.000000,108615.000000,108615.000000,0
2017-08-22,108594.000000,108594.000000,108594.000000,108594.000000,108594.000000,0
2017-08-23,108953.000000,108953.000000,108953.000000,108953.000000,108953.000000,0
2017-08-24,109154.000000,109154.000000,109154.000000,109154.000000,109154.000000,0
2017-08-25,109755.000000,109755.000000,109755.000000,109755.000000,109755.000000,0
2017-08-28,110340.000000,110340.000000,110340.000000,110340.000000,110340.000000,0
2017-08-29,110423.000000,110423.000000,110423.000000,110423.000000,110423.000000,0
2017-08-30,null,null,null,null,null,null
2017-08-31,110010.000000,110010.000000,110010.000000,110010.000000,110010.000000,0
2017-09-01,null,null,null,null,null,null
2017-09-04,null,null,null,null,null,null
2017-09-05,108873.000000,108873.000000,108873.000000,108873.000000,108873.000000,0
2017-09-06,109612.000000,109612.000000,109612.000000,109612.000000,109612.000000,0
2017-09-07,109743.000000,109743.000000,109743.000000,109743.000000,109743.000000,0
2017-09-08,108452.000000,108452.000000,108452.000000,108452.000000,108452.000000,0
2017-09-11,109458.000000,109458.000000,109458.000000,109458.000000,109458.000000,0
2017-09-12,109130.000000,109130.000000,109130.000000,109130.000000,109130.000000,0
2017-09-13,108156.000000,108156.000000,108156.000000,108156.000000,108156.000000,0
2017-09-14,108244.000000,108244.000000,108244.000000,108244.000000,108244.000000,0
2017-09-15,107742.000000,107742.000000,107742.000000,107742.000000,107742.000000,0
2017-09-18,106535.000000,106535.000000,106535.000000,106535.000000,106535.000000,0
2017-09-19,104918.000000,104918.000000,104918.000000,104918.000000,104918.000000,0
2017-09-20,105324.000000,105324.000000,105324.000000,105324.000000,105324.000000,0
2017-09-21,104001.000000,104001.000000,104001.000000,104001.000000,104001.000000,0
2017-09-22,104123.000000,104123.000000,104123.000000,104123.000000,104123.000000,0
2017-09-25,102270.000000,102270.000000,102270.000000,102270.000000,102270.000000,0
2017-09-26,103929.000000,103929.000000,103929.000000,103929.000000,103929.000000,0
2017-09-27,101218.000000,101218.000000,101218.000000,101218.000000,101218.000000,0
2017-09-28,102651.000000,102651.000000,102651.000000,102651.000000,102651.000000,0
2017-09-29,102908.000000,102908.000000,102908.000000,102908.000000,102908.000000,0
2017-10-02,103931.000000,103931.000000,103931.000000,103931.000000,103931.000000,0
2017-10-03,103908.000000,103908.000000,103908.000000,103908.000000,103908.000000,0
2017-10-04,104548.000000,104548.000000,104548.000000,104548.000000,104548.000000,0
2017-10-05,104334.000000,104334.000000,104334.000000,104334.000000,104334.000000,0
2017-10-06,104137.000000,104137.000000,104137.000000,104137.000000,104137.000000,0
2017-10-09,101298.000000,101298.000000,101298.000000,101298.000000,101298.000000,0
2017-10-10,103394.000000,103394.000000,103394.000000,103394.000000,103394.000000,0
2017-10-11,103816.000000,103816.000000,103816.000000,103816.000000,103816.000000,0
2017-10-12,105932.000000,105932.000000,105932.000000,105932.000000,105932.000000,0
2017-10-13,106226.000000,106226.000000,106226.000000,106226.000000,106226.000000,0
2017-10-16,106474.000000,106474.000000,106474.000000,106474.000000,106474.000000,0
2017-10-17,106991.000000,106991.000000,106991.000000,106991.000000,106991.000000,0
2017-10-18,106926.000000,106926.000000,106926.000000,106926.000000,106926.000000,0
2017-10-19,108434.000000,108434.000000,108434.000000,108434.000000,108434.000000,0
2017-10-20,108489.000000,108489.000000,108489.000000,108489.000000,108489.000000,0
2017-10-23,107303.000000,107303.000000,107303.000000,107303.000000,107303.000000,0
2017-10-24,107206.000000,107206.000000,107206.000000,107206.000000,107206.000000,0
2017-10-25,108355.000000,108355.000000,108355.000000,108355.000000,108355.000000,0
2017-10-26,107335.000000,107335.000000,107335.000000,107335.000000,107335.000000,0
2017-10-27,107884.000000,107884.000000,107884.000000,107884.000000,107884.000000,0
2017-10-30,108467.000000,108467.000000,108467.000000,108467.000000,108467.000000,0
2017-10-31,110143.000000,110143.000000,110143.000000,110143.000000,110143.000000,0
2017-11-01,113024.000000,113024.000000,113024.000000,113024.000000,113024.000000,0
2017-11-02,112995.000000,112995.000000,112995.000000,112995.000000,112995.000000,0
2017-11-03,111293.000000,111293.000000,111293.000000,111293.000000,111293.000000,0
2017-11-06,114166.000000,114166.000000,114166.000000,114166.000000,114166.000000,0
2017-11-07,112272.000000,112272.000000,112272.000000,112272.000000,112272.000000,0
2017-11-08,111895.000000,111895.000000,111895.000000,111895.000000,111895.000000,0
2017-11-09,110246.000000,110246.000000,110246.000000,110246.000000,110246.000000,0
2017-11-10,108949.000000,108949.000000,108949.000000,108949.000000,108949.000000,0
2017-11-13,108860.000000,108860.000000,108860.000000,108860.000000,108860.000000,0
2017-11-14,110148.000000,110148.000000,110148.000000,110148.000000,110148.000000,0
2017-11-15,107717.000000,107717.000000,107717.000000,107717.000000,107717.000000,0
2017-11-16,106977.000000,106977.000000,106977.000000,106977.000000,106977.000000,0
2017-11-17,106239.000000,106239.000000,106239.000000,106239.000000,106239.000000,0
2017-11-20,103912.000000,103912.000000,103912.000000,103912.000000,103912.000000,0
2017-11-21,105268.000000,105268.000000,105268.000000,105268.000000,105268.000000,0
2017-11-22,105964.000000,105964.000000,105964.000000,105964.000000,105964.000000,0
2017-11-23,105026.000000,105026.000000,105026.000000,105026.000000,105026.000000,0
2017-11-24,104539.000000,104539.000000,104539.000000,104539.000000,104539.000000,0
2017-11-27,104760.000000,104760.000000,104760.000000,104760.000000,104760.000000,0
2017-11-28,102068.000000,102068.000000,102068.000000,102068.000000,102068.000000,0
2017-11-29,102342.000000,102342.000000,102342.000000,102342.000000,102342.000000,0
2017-11-30,103984.000000,103984.000000,103984.000000,103984.000000,103984.000000,0
2017-12-01,103559.000000,103559.000000,103559.000000,103559.000000,103559.000000,0
2017-12-04,105215.000000,105215.000000,105215.000000,105215.000000,105215.000000,0
2017-12-05,106260.000000,106260.000000,106260.000000,106260.000000,106260.000000,0
2017-12-06,105304.000000,105304.000000,105304.000000,105304.000000,105304.000000,0
2017-12-07,106448.000000,106448.000000,106448.000000,106448.000000,106448.000000,0
2017-12-08,107921.000000,107921.000000,107921.000000,107921.000000,107921.000000,0
2017-12-11,109156.000000,109156.000000,109156.000000,109156.000000,109156.000000,0
2017-12-12,109050.000000,109050.000000,109050.000000,109050.000000,109050.000000,0
2017-12-13,108153.000000,108153.000000,108153.000000,108153.000000,108153.000000,0
2017-12-14,109666.000000,109666.000000,109666.000000,109666.000000,109666.000000,0
2017-12-15,109330.000000,109330.000000,109330.000000,109330.000000,109330.000000,0
2017-12-18,110248.000000,110248.000000,110248.000000,110248.000000,110248.000000,0
2017-12-19,110177.000000,110177.000000,110177.000000,110177.000000,110177.000000,0
2017-12-20,110455.000000,110455.000000,110455.000000,110455.000000,110455.000000,0
2017-12-21,111272.000000,111272.000000,111272.000000,111272.000000,111272.000000,0
2017-12-22,111099.000000,111099.000000,111099.000000,111099.000000,111099.000000,0
2017-12-25,111765.000000,111765.000000,111765.000000,111765.000000,111765.000000,0
2017-12-26,112007.000000,112007.000000,112007.000000,112007.000000,112007.000000,0
2017-12-27,112150.000000,112150.000000,112150.000000,112150.000000,112150.000000,0
2017-12-28,114480.000000,114480.000000,114480.000000,114480.000000,114480.000000,0
2017-12-29,115333.000000,115333.000000,115333.000000,115333.000000,115333.000000,0
2018-01-01,null,null,null,null,null,null
2018-01-02,117524.000000,117524.000000,117524.000000,117524.000000,117524.000000,0
2018-01-03,116052.000000,116052.000000,116052.000000,116052.000000,116052.000000,0
2018-01-04,115491.000000,115491.000000,115491.000000,115491.000000,115491.000000,0
2018-01-05,116638.000000,116638.000000,116638.000000,116638.000000,116638.000000,0
2018-01-08,116638.000000,116638.000000,116638.000000,116638.000000,116638.000000,0
2018-01-09,115023.000000,115023.000000,115023.000000,115023.000000,115023.000000,0
2018-01-10,113589.000000,113589.000000,113589.000000,113589.000000,113589.000000,0
2018-01-11,114719.000000,114719.000000,114719.000000,114719.000000,114719.000000,0
2018-01-12,114645.000000,114645.000000,114645.000000,114645.000000,114645.000000,0
2018-01-15,112159.000000,112159.000000,112159.000000,112159.000000,112159.000000,0
2018-01-16,114418.000000,114418.000000,114418.000000,114418.000000,114418.000000,0
2018-01-17,116593.000000,116593.000000,116593.000000,116593.000000,116593.000000,0
2018-01-18,116856.000000,116856.000000,116856.000000,116856.000000,116856.000000,0
2018-01-19,115147.000000,115147.000000,115147.000000,115147.000000,115147.000000,0
2018-01-22,117235.000000,117235.000000,117235.000000,117235.000000,117235.000000,0
2018-01-23,118400.000000,118400.000000,118400.000000,118400.000000,118400.000000,0
2018-01-24,119648.000000,119648.000000,119648.000000,119648.000000,119648.000000,0
2018-01-25,118604.000000,118604.000000,118604.000000,118604.000000,118604.000000,0
2018-01-26,120702.000000,120702.000000,120702.000000,120702.000000,120702.000000,0
2018-01-29,120845.000000,120845.000000,120845.000000,120845.000000,120845.000000,0
2018-01-30,119303.000000,119303.000000,119303.000000,119303.000000,119303.000000,0
2018-01-31,119529.000000,119529.000000,119529.000000,119529.000000,119529.000000,0
2018-02-01,119044.000000,119044.000000,119044.000000,119044.000000,119044.000000,0
2018-02-02,118119.000000,118119.000000,118119.000000,118119.000000,118119.000000,0
2018-02-05,116853.000000,116853.000000,116853.000000,116853.000000,116853.000000,0
